acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-0.91,-9.79,1.01,-0.02,0.13,0.03,STD
-0.73,-9.81,1.01,-0.16,0,0,STD
-0.87,-9.6,1.35,-0.12,-0.04,-0.01,STD
-0.88,-9.81,1.22,-0.06,0.02,-0.02,STD
-0.88,-9.74,1.22,-0.15,0.04,-0.02,STD
-0.8,-9.7,1.34,-0.06,-0.01,-0.01,STD
-0.87,-9.78,1.16,-0.12,0.03,-0.04,STD
-0.83,-9.67,1.27,-0.12,-0.02,-0.03,STD
-0.82,-9.72,1.21,-0.09,0,-0.06,STD
-1.01,-9.76,1.14,-0.13,-0.09,-0.05,STD
-0.96,-9.78,1.38,-0.11,-0.01,-0.04,STD
-1.07,-9.82,1.28,-0.09,-0.03,-0.01,STD
-0.93,-9.73,1.37,-0.13,-0.01,0,STD
-0.91,-9.73,1.3,-0.07,0,0.01,STD
-0.93,-9.8,1.21,-0.07,-0.07,0,STD
-0.96,-9.75,1.25,-0.09,-0.03,0.03,STD
-0.81,-9.74,1.18,-0.06,-0.01,0.03,STD
-0.8,-9.75,1.18,-0.09,0.02,0.02,STD
-0.73,-9.73,1.24,-0.08,-0.01,0.03,STD
-0.72,-9.74,1.05,-0.12,0.03,-0.03,STD
-0.86,-9.65,1.41,-0.14,-0.03,-0.02,STD
-0.75,-9.84,1.18,-0.05,-0.02,-0.04,STD
-0.98,-9.71,1.25,-0.18,0.03,-0.05,STD
-0.87,-9.71,1.45,-0.05,-0.04,-0.03,STD
-0.99,-9.82,1.1,-0.11,0.03,-0.05,STD
-0.96,-9.75,1.29,-0.11,-0.07,-0.01,STD
-0.94,-9.68,1.26,-0.09,-0.02,-0.03,STD
-0.96,-9.77,1.19,-0.09,-0.04,-0.01,STD
-0.95,-9.74,1.26,-0.09,-0.04,-0.01,STD
-0.89,-9.76,1.21,-0.08,-0.04,0,STD
-0.89,-9.75,1.21,-0.12,-0.04,0,STD
-0.96,-9.67,1.38,-0.1,-0.04,0,STD
-0.81,-9.79,1.21,-0.08,-0.02,0,STD
-0.82,-9.73,1.24,-0.11,-0.02,0.01,STD
-0.87,-9.71,1.24,-0.08,-0.01,-0.01,STD
-0.81,-9.76,1.19,-0.09,-0.02,0.01,STD
-0.8,-9.76,1.17,-0.11,0.01,-0.02,STD
-0.83,-9.73,1.29,-0.1,-0.01,-0.02,STD
-0.74,-9.79,1.21,-0.09,-0.02,-0.04,STD
-0.9,-9.72,1.33,-0.12,-0.01,-0.04,STD
-0.86,-9.73,1.21,-0.07,0.01,-0.04,STD
-0.89,-9.72,1.19,-0.1,0.04,-0.05,STD
-1,-9.72,1.25,-0.1,-0.03,-0.01,STD
-0.9,-9.74,1.18,-0.07,0.08,-0.03,STD
-0.87,-9.77,1.06,-0.12,-0.02,0,STD
-0.9,-9.71,1.2,-0.12,-0.01,-0.02,STD
-0.9,-9.74,1.17,-0.11,0.02,-0.02,STD
-0.89,-9.75,1.24,-0.11,-0.04,0.01,STD
-0.84,-9.78,1.21,-0.11,0,-0.02,STD
-0.84,-9.78,1.3,-0.11,-0.01,0,STD
-0.8,-9.75,1.28,-0.1,-0.02,-0.01,STD
-0.89,-9.71,1.23,-0.08,0.02,-0.01,STD
-0.74,-9.8,1.15,-0.08,0.03,-0.03,STD
-0.89,-9.74,1.18,-0.1,0.01,-0.01,STD
-0.87,-9.65,1.15,-0.11,0.06,-0.01,STD
-0.82,-9.79,1.06,-0.08,0.09,0.01,STD
-0.76,-9.8,1,-0.17,0.04,-0.03,STD
-0.76,-9.68,1.36,-0.12,0.03,-0.04,STD
-0.85,-9.89,1.04,-0.09,-0.02,-0.09,STD
-1.04,-9.78,1.3,-0.15,-0.03,-0.03,STD
-0.94,-9.76,1.28,-0.04,0.02,-0.02,STD
-0.97,-9.79,0.97,-0.07,0.02,0.01,STD
-0.85,-9.71,1.08,-0.09,-0.02,0.02,STD
-0.7,-9.77,1.03,-0.06,0.07,0.01,STD
-0.79,-9.73,1.04,-0.12,-0.06,-0.01,STD
-0.68,-9.75,1.22,-0.09,-0.03,-0.01,STD
-0.83,-9.8,1.09,-0.1,-0.01,-0.05,STD
-0.73,-9.8,1.21,-0.11,-0.08,-0.03,STD
-0.85,-9.75,1.28,-0.09,-0.04,-0.05,STD
-0.85,-9.79,1.23,-0.08,-0.06,-0.05,STD
-0.87,-9.79,1.19,-0.09,-0.04,-0.04,STD
-0.89,-9.73,1.21,-0.08,-0.03,-0.01,STD
-0.8,-9.8,1.14,-0.06,-0.02,-0.02,STD
-0.85,-9.69,1.19,-0.11,-0.02,0.01,STD
-0.71,-9.77,1.14,-0.05,-0.02,-0.01,STD
-0.83,-9.73,1.14,-0.12,-0.04,-0.01,STD
-0.75,-9.72,1.33,-0.06,-0.02,0.01,STD
-0.69,-9.83,1.07,-0.1,-0.01,-0.01,STD
-0.71,-9.73,1.28,-0.13,-0.07,-0.02,STD
-0.85,-9.74,1.34,-0.07,-0.01,-0.03,STD
-0.85,-9.76,1.12,-0.1,-0.03,0,STD
-0.81,-9.76,1.26,-0.1,0,0,STD
-0.83,-9.79,1.23,-0.07,-0.01,0,STD
-0.88,-9.79,1.14,-0.12,-0.04,0,STD
-0.76,-9.73,1.3,-0.09,-0.02,0.02,STD
-0.8,-9.79,1.07,-0.1,-0.02,-0.02,STD
-0.82,-9.7,1.34,-0.13,-0.07,0.02,STD
-0.78,-9.75,1.24,-0.06,0.03,-0.01,STD
-0.71,-9.76,1.17,-0.1,-0.02,-0.01,STD
-0.83,-9.75,1.3,-0.09,-0.04,-0.01,STD
-0.74,-9.79,1.08,-0.08,0.02,-0.03,STD
-0.77,-9.73,1.23,-0.12,-0.03,-0.01,STD
-0.82,-9.74,1.18,-0.08,-0.01,-0.04,STD
-0.86,-9.79,1.14,-0.1,0,-0.02,STD
-0.86,-9.7,1.26,-0.11,-0.02,-0.02,STD
-0.81,-9.78,1.22,-0.07,0.02,-0.02,STD
-0.96,-9.68,1.29,-0.11,0,-0.03,STD
-0.86,-9.79,1.18,-0.05,0.01,0.01,STD
-0.88,-9.75,1.15,-0.15,0.06,0.02,STD
-0.82,-9.66,1.28,-0.09,-0.01,0.02,STD
-0.78,-9.81,1,-0.11,0.05,0,STD
-0.73,-9.89,1.27,-0.14,-0.04,0.01,STD
-0.6,-9.81,1.27,-0.13,-0.08,-0.07,STD
-0.99,-9.72,1.56,-0.12,-0.17,-0.08,STD
-1.04,-9.73,1.41,-0.03,-0.12,-0.06,STD
-0.96,-9.88,1.07,-0.04,0.03,0.03,STD
-0.96,-9.7,1.21,-0.09,0.02,0,STD
-0.79,-9.69,1.18,-0.05,0.03,0.05,STD
-0.81,-9.73,0.9,-0.06,0.05,0.03,STD
-0.65,-9.72,1.04,-0.14,0,0.02,STD
-0.74,-9.7,1.12,-0.1,-0.03,0.01,STD
-0.76,-9.74,1.09,-0.15,0,-0.02,STD
-0.74,-9.75,1.3,-0.12,-0.02,-0.03,STD
-0.79,-9.77,1.24,-0.13,-0.06,-0.03,STD
-0.87,-9.74,1.33,-0.12,-0.02,-0.05,STD
-0.84,-9.82,1.32,-0.09,0.01,-0.03,STD
-0.9,-9.83,1.08,-0.1,-0.01,-0.04,STD
-0.92,-9.73,1.34,-0.12,0,0.01,STD
-0.8,-9.75,1.2,-0.04,0.03,-0.01,STD
-0.74,-9.85,1.15,-0.08,-0.01,-0.01,STD
-0.8,-9.82,1.33,-0.08,-0.03,-0.02,STD
-0.66,-9.75,1.22,-0.05,-0.02,-0.04,STD
-0.85,-9.69,1.24,-0.07,-0.08,-0.06,STD
-0.85,-9.66,1.23,-0.04,0.02,-0.01,STD
-0.71,-9.8,1.07,-0.06,0.09,-0.01,STD
-0.71,-9.58,1.21,-0.13,0.09,-0.01,STD
-0.63,-9.73,1.16,-0.05,0.1,-0.03,STD
-0.85,-9.81,1.15,-0.12,0.1,-0.03,STD
-0.74,-9.74,1.24,-0.14,0.14,0.02,STD
-0.62,-9.74,1.36,-0.1,0.18,-0.02,STD
-0.63,-9.8,1.22,-0.11,0.08,-0.04,STD
-0.74,-9.73,1.47,-0.15,0.03,-0.06,STD
-0.68,-9.81,1.29,-0.06,0.07,-0.11,STD
-1,-9.79,1.15,-0.12,-0.02,-0.05,STD
-0.98,-9.83,1.37,-0.09,0.02,-0.07,STD
-1.13,-9.79,1.11,-0.1,-0.04,-0.02,STD
-0.92,-9.75,1.44,-0.08,0.03,0.03,STD
-0.94,-9.75,1.06,-0.04,0.02,0.01,STD
-0.85,-9.73,1.27,-0.13,-0.09,0.07,STD
-0.82,-9.69,1.31,-0.04,0.01,0.02,STD
-0.77,-9.85,1.01,-0.08,-0.08,0.05,STD
-0.82,-9.65,1.38,-0.15,-0.05,0.04,STD
-0.66,-9.77,1.14,-0.02,-0.01,0.02,STD
-0.78,-9.71,1.06,-0.16,-0.06,0.04,STD
-0.72,-9.68,1.31,-0.08,-0.06,-0.02,STD
-0.79,-9.84,1.04,-0.08,-0.04,0,STD
-0.86,-9.68,1.31,-0.16,-0.01,-0.01,STD
-0.7,-9.79,1.16,-0.05,0.04,-0.02,STD
-0.82,-9.77,1.23,-0.15,-0.01,-0.01,STD
-0.79,-9.76,1.28,-0.07,0.04,-0.03,STD
-0.84,-9.8,1.2,-0.09,0.04,-0.03,STD
-0.84,-9.75,1.15,-0.1,0.01,-0.04,STD
-0.88,-9.72,1.27,-0.1,0.07,-0.04,STD
-0.87,-9.78,1.05,-0.08,0.01,-0.06,STD
-0.92,-9.74,1.26,-0.13,0.01,-0.03,STD
-0.94,-9.75,1.21,-0.07,0,-0.06,STD
-0.97,-9.76,1.22,-0.14,-0.03,-0.02,STD
-0.87,-9.8,1.34,-0.08,-0.02,-0.02,STD
-1.05,-9.74,1.14,-0.11,-0.02,-0.04,STD
-0.92,-9.72,1.29,-0.11,-0.06,0.04,STD
-0.84,-9.77,1.12,-0.06,0.04,0.01,STD
-0.78,-9.77,1.02,-0.13,-0.03,0.03,STD
-0.75,-9.72,1.28,-0.09,-0.02,0.02,STD
-0.75,-9.81,1.12,-0.08,0.01,0,STD
-0.71,-9.77,1.21,-0.13,-0.01,0,STD
-0.73,-9.77,1.27,-0.07,0.01,-0.02,STD
-0.75,-9.78,1.09,-0.11,0,-0.03,STD
-0.78,-9.68,1.3,-0.09,0.03,-0.03,STD
-0.79,-9.76,1.06,-0.07,0.02,-0.05,STD
-0.94,-9.73,1.16,-0.11,-0.01,-0.03,STD
-0.96,-9.7,1.25,-0.07,0.07,-0.02,STD
-0.82,-9.83,1.02,-0.08,0.06,-0.01,STD
-0.93,-9.7,1.24,-0.14,0.01,0,STD
-0.86,-9.71,1.19,-0.06,0.05,-0.01,STD
-0.82,-9.82,1.02,-0.12,0.08,0,STD
-0.77,-9.75,1.25,-0.12,-0.04,-0.03,STD
-0.86,-9.8,1.21,-0.11,-0.05,-0.06,STD
-0.98,-9.73,1.37,-0.1,-0.1,-0.02,STD
-0.99,-9.78,1.22,-0.07,-0.05,-0.05,STD
-1.08,-9.8,1.28,-0.09,-0.06,0,STD
-1.09,-9.72,1.23,-0.09,-0.08,0,STD
-1.03,-9.75,1.3,-0.04,-0.01,0.04,STD
-0.97,-9.82,1.18,-0.06,-0.02,0.06,STD
-0.91,-9.77,1.21,-0.04,-0.07,0.07,STD
-0.78,-9.69,1.24,-0.07,-0.02,0.06,STD
-0.77,-9.75,1.19,-0.02,-0.05,0.04,STD
-0.7,-9.76,1.18,-0.09,-0.1,0.03,STD
-0.68,-9.77,1.33,-0.06,-0.15,-0.03,STD
-0.7,-9.7,1.42,-0.09,-0.19,-0.04,STD
-0.82,-9.71,1.49,-0.07,-0.15,-0.08,STD
-0.87,-9.67,1.46,-0.06,-0.1,-0.08,STD
-0.87,-9.75,1.33,-0.03,-0.07,-0.05,STD
-0.93,-9.65,1.28,-0.11,-0.08,-0.06,STD
-0.82,-9.66,1.4,-0.06,-0.06,-0.02,STD
-0.91,-9.67,1.18,-0.11,-0.03,-0.03,STD
-0.77,-9.62,1.45,-0.13,-0.07,0,STD
-0.82,-9.74,1.29,-0.09,-0.02,-0.01,STD
-0.8,-9.71,1.43,-0.19,-0.06,0.01,STD
-0.76,-9.74,1.52,-0.1,-0.03,0,STD
-0.72,-9.79,1.4,-0.16,0,-0.01,STD
-0.72,-9.75,1.63,-0.11,-0.01,0.01,STD
-0.76,-9.72,1.25,-0.11,0.02,-0.03,STD
-0.82,-9.66,1.68,-0.1,0,0.01,STD
-0.64,-9.86,1.09,-0.05,0.08,-0.03,STD
-0.73,-9.72,1.57,-0.17,-0.02,-0.01,STD
-0.68,-9.68,1.41,-0.03,0.02,-0.04,STD
-0.87,-9.81,1.25,-0.12,0.05,-0.05,STD
-0.82,-9.71,1.39,-0.11,-0.03,-0.01,STD
-0.84,-9.73,1.39,-0.08,0.11,-0.04,STD
-0.8,-9.79,1.25,-0.1,0.03,-0.01,STD
-0.69,-9.68,1.34,-0.13,0.04,-0.03,STD
-0.82,-9.76,1.28,-0.08,0.02,-0.06,STD
-0.85,-9.74,1.25,-0.16,-0.04,-0.02,STD
-0.92,-9.73,1.42,-0.1,0.03,-0.03,STD
-0.87,-9.76,1.12,-0.12,-0.02,0,STD
-0.87,-9.74,1.39,-0.14,-0.01,0.02,STD
-0.88,-9.74,1.21,-0.1,0.03,0.01,STD
-0.72,-9.8,1.34,-0.12,-0.03,0.04,STD
-0.79,-9.77,1.26,-0.11,0,0,STD
-0.78,-9.78,1.33,-0.09,-0.01,0.01,STD
-0.68,-9.79,1.18,-0.1,-0.01,0,STD
-0.69,-9.78,1.46,-0.1,-0.02,-0.01,STD
-0.77,-9.74,1.16,-0.07,-0.02,-0.04,STD
-0.81,-9.76,1.24,-0.09,-0.02,-0.03,STD
-0.83,-9.74,1.16,-0.08,0,-0.03,STD
-0.81,-9.77,1.11,-0.1,-0.02,-0.03,STD
-0.9,-9.71,1.31,-0.1,0,-0.02,STD
-0.82,-9.79,1.18,-0.08,-0.03,-0.02,STD
-0.88,-9.76,1.31,-0.12,0,-0.01,STD
-0.81,-9.78,1.3,-0.08,0.03,0,STD
-0.79,-9.75,1.25,-0.09,0.02,-0.01,STD
-0.76,-9.71,1.3,-0.11,0.01,0,STD
-0.72,-9.73,1.34,-0.06,0.04,-0.02,STD
-0.8,-9.78,1.12,-0.1,-0.01,-0.03,STD
-0.87,-9.68,1.44,-0.1,0.01,0,STD
-0.78,-9.81,1.2,-0.04,0.08,-0.03,STD
-0.84,-9.79,1.24,-0.15,-0.04,-0.02,STD
-0.88,-9.72,1.39,-0.07,0.01,-0.02,STD
-0.86,-9.87,1.3,-0.07,0.07,-0.01,STD
-0.78,-9.77,1.47,-0.09,0.02,0.02,STD
-0.8,-9.71,1.36,-0.04,0.09,0,STD
-0.63,-9.76,1.37,-0.06,0.05,0,STD
-0.72,-9.69,1.34,-0.07,0.05,-0.04,STD
-0.66,-9.72,1.3,-0.04,0.04,-0.04,STD
-0.84,-9.79,1.25,-0.07,0,-0.07,STD
-0.81,-9.73,1.52,-0.08,0.01,-0.04,STD
-0.98,-9.71,1.5,-0.01,0.04,-0.05,STD
-1.18,-9.73,1.46,-0.04,0.12,0.02,STD
-0.94,-9.67,1.46,0.02,0.26,0.14,STD
-0.69,-9.91,0.99,-0.01,0.31,0.08,STD
-0.41,-9.51,1.48,-0.13,0.27,0.12,STD
-0.52,-9.66,1.19,0,0.08,-0.1,STD
-0.72,-9.65,1.29,-0.19,-0.08,-0.06,STD
-0.87,-9.56,1.78,-0.12,0.03,-0.17,STD
-0.87,-9.75,1.36,-0.1,-0.04,-0.15,STD
-0.99,-9.69,1.69,-0.2,-0.1,-0.17,STD
-1.14,-9.74,1.64,-0.1,-0.05,-0.15,STD
-1.16,-9.78,1.54,-0.14,-0.08,-0.07,STD
-1.11,-9.73,1.7,-0.09,0,0.01,STD
-0.97,-9.74,1.46,-0.08,0.03,0.04,STD
-0.83,-9.76,1.4,-0.08,0.01,0.09,STD
-0.76,-9.76,1.49,-0.09,0.03,0.09,STD
-0.66,-9.76,1.3,-0.09,-0.03,0.07,STD
-0.58,-9.69,1.48,-0.11,-0.09,0.05,STD
-0.67,-9.66,1.49,-0.09,-0.02,-0.01,STD
-0.65,-9.76,1.38,-0.07,-0.14,-0.04,STD
-0.79,-9.7,1.41,-0.16,-0.12,-0.04,STD
-0.83,-9.75,1.64,-0.05,-0.06,-0.05,STD
-0.82,-9.79,1.25,-0.11,-0.1,-0.03,STD
-0.84,-9.72,1.58,-0.13,-0.03,-0.04,STD
-0.96,-9.73,1.55,-0.04,-0.04,0,STD
-0.8,-9.75,1.37,-0.11,0,0,STD
-0.79,-9.69,1.56,-0.08,0.02,0.04,STD
-0.73,-9.71,1.33,-0.07,-0.03,0.01,STD
-0.68,-9.68,1.5,-0.09,0.01,0.01,STD
-0.67,-9.73,1.34,-0.09,-0.04,-0.01,STD
-0.67,-9.66,1.44,-0.12,-0.04,-0.04,STD
-0.84,-9.74,1.5,-0.09,-0.03,-0.04,STD
-0.74,-9.73,1.36,-0.12,-0.05,-0.02,STD
-0.87,-9.7,1.58,-0.13,-0.02,-0.04,STD
-0.9,-9.65,1.35,-0.09,-0.06,-0.03,STD
-0.78,-9.76,1.29,-0.17,0,0,STD
-0.84,-9.7,1.31,-0.14,-0.05,-0.03,STD
-0.89,-9.63,1.24,-0.18,-0.07,-0.01,STD
-0.84,-9.75,1.43,-0.18,-0.04,-0.01,STD
-0.89,-9.86,1.34,-0.17,-0.04,0.01,STD
-0.7,-9.85,1.72,-0.13,-0.08,-0.02,STD
-0.87,-9.82,1.69,-0.12,-0.11,-0.02,STD
-1,-9.66,1.59,-0.14,-0.16,0,STD
-0.98,-9.74,1.64,-0.02,-0.04,0.02,STD
-0.93,-9.88,0.94,0,0.04,0.06,STD
-0.85,-9.56,1.36,-0.12,-0.02,0.1,STD
-0.72,-9.64,1.09,0.01,-0.01,0.06,STD
-0.7,-9.78,0.87,-0.11,-0.03,0.06,STD
-0.66,-9.75,1.17,-0.11,-0.1,0.03,STD
-0.54,-9.74,1.08,-0.14,-0.13,0.02,STD
-0.74,-9.88,1.51,-0.13,-0.07,-0.05,STD
-0.71,-9.71,1.37,-0.09,-0.09,-0.05,STD
-0.72,-9.7,1.64,-0.12,-0.1,-0.05,STD
-0.77,-9.79,1.34,-0.03,-0.08,-0.12,STD
-0.9,-9.79,1.36,-0.12,-0.1,-0.05,STD
-0.86,-9.67,1.36,-0.11,-0.05,-0.07,STD
-0.94,-9.66,1.43,-0.03,0.06,-0.07,STD
-0.89,-9.78,1.16,-0.04,-0.03,0.01,STD
-0.83,-9.68,1.3,-0.11,-0.01,-0.02,STD
-0.85,-9.73,1.31,-0.07,0.01,-0.01,STD
-0.88,-9.69,1.48,-0.1,-0.01,0.01,STD
-0.84,-9.73,1.3,-0.08,0.01,0.03,STD
-0.83,-9.73,1.53,-0.15,0.06,0.04,STD
-0.64,-9.74,1.46,-0.03,0.06,0.03,STD
-0.62,-9.75,1.27,-0.12,-0.02,0,STD
-0.74,-9.68,1.56,-0.09,0,-0.02,STD
-0.7,-9.85,1.35,-0.06,-0.02,-0.05,STD
-0.74,-9.69,1.43,-0.13,-0.06,-0.08,STD
-0.95,-9.65,1.61,-0.08,-0.04,-0.05,STD
-0.79,-9.76,1.35,-0.04,0.11,-0.03,STD
-0.7,-9.72,1.37,-0.1,-0.02,-0.05,STD
-0.86,-9.62,1.44,-0.09,-0.02,-0.05,STD
-0.94,-9.77,1.29,-0.09,0.03,-0.02,STD
-0.74,-9.71,1.38,-0.13,0.03,-0.01,STD
-0.82,-9.7,1.48,-0.12,-0.03,-0.01,STD
-0.88,-9.75,1.47,-0.11,0.02,0,STD
-0.81,-9.74,1.47,-0.11,0,0.01,STD
-0.75,-9.72,1.59,-0.12,0,0.02,STD
-0.72,-9.75,1.45,-0.04,0.03,-0.01,STD
-0.65,-9.75,1.36,-0.11,0,-0.01,STD
-0.65,-9.73,1.53,-0.08,-0.03,-0.02,STD
-0.8,-9.78,1.26,-0.08,-0.04,-0.03,STD
-0.82,-9.66,1.49,-0.12,0.02,0,STD
-0.71,-9.73,1.36,-0.06,0.02,-0.03,STD
-0.81,-9.71,1.39,-0.12,0.01,-0.02,STD
-0.78,-9.69,1.4,-0.09,0.02,-0.03,STD
-0.78,-9.73,1.3,-0.12,0.03,-0.03,STD
-0.81,-9.74,1.4,-0.11,-0.06,-0.03,STD
-0.87,-9.71,1.41,-0.12,-0.01,-0.03,STD
-0.87,-9.75,1.4,-0.1,-0.01,0,STD
-0.76,-9.74,1.52,-0.11,0.03,0,STD
-0.83,-9.76,1.38,-0.09,-0.04,-0.02,STD
-0.87,-9.72,1.51,-0.09,0.04,0.04,STD
-0.58,-9.75,1.29,-0.06,0.1,0.01,STD
-0.62,-9.73,1.38,-0.11,0.01,-0.01,STD
-0.68,-9.72,1.32,-0.08,-0.01,-0.02,STD
-0.69,-9.78,1.23,-0.1,0.05,-0.06,STD
-0.78,-9.64,1.43,-0.14,-0.07,-0.06,STD
-0.83,-9.76,1.4,-0.07,-0.01,-0.05,STD
-0.95,-9.77,1.24,-0.11,0.04,-0.03,STD
-0.74,-9.65,1.45,-0.15,0.01,0,STD
-0.78,-9.85,1.4,-0.05,0.01,-0.04,STD
-0.95,-9.75,1.32,-0.14,-0.05,0,STD
-0.82,-9.71,1.57,-0.1,0.04,0.01,STD
-0.75,-9.82,1.36,-0.04,0.03,0,STD
-0.74,-9.75,1.32,-0.13,-0.05,0.02,STD
-0.69,-9.69,1.51,-0.07,0.03,-0.01,STD
-0.74,-9.73,1.25,-0.07,-0.05,-0.03,STD
-0.74,-9.79,1.31,-0.12,-0.06,-0.01,STD
-0.76,-9.73,1.43,-0.09,0.01,-0.01,STD
-0.68,-9.8,1.24,-0.07,-0.03,-0.03,STD
-0.72,-9.73,1.37,-0.15,-0.06,-0.03,STD
-0.82,-9.69,1.44,-0.06,-0.07,-0.03,STD
-0.89,-9.74,1.32,-0.12,-0.03,-0.03,STD
-0.81,-9.71,1.48,-0.09,-0.03,0.01,STD
-0.73,-9.76,1.28,-0.09,-0.03,-0.02,STD
-0.81,-9.7,1.47,-0.1,-0.03,0.01,STD
-0.73,-9.78,1.29,-0.05,0,0,STD
-0.73,-9.7,1.34,-0.14,-0.01,0.02,STD
-0.63,-9.7,1.41,-0.07,-0.01,-0.01,STD
-0.72,-9.76,1.25,-0.1,0,-0.02,STD
-0.73,-9.7,1.41,-0.11,-0.03,-0.01,STD
-0.68,-9.74,1.31,-0.1,0.03,-0.05,STD
-0.81,-9.71,1.4,-0.11,-0.05,-0.02,STD
-0.75,-9.77,1.32,-0.09,0.01,-0.04,STD
-0.83,-9.77,1.34,-0.11,0.02,-0.03,STD
-0.79,-9.7,1.36,-0.1,-0.03,-0.01,STD
-0.78,-9.78,1.31,-0.08,0.03,-0.03,STD
-0.85,-9.76,1.32,-0.1,0,-0.02,STD
-0.77,-9.78,1.31,-0.11,-0.02,-0.01,STD
-0.82,-9.71,1.47,-0.1,0.01,-0.01,STD
-0.78,-9.74,1.34,-0.09,-0.03,0.01,STD
-0.67,-9.76,1.4,-0.1,0,-0.02,STD
-0.8,-9.72,1.35,-0.08,-0.02,-0.01,STD
-0.69,-9.78,1.33,-0.1,-0.02,0.01,STD
-0.67,-9.77,1.35,-0.08,0.03,-0.04,STD
-0.66,-9.75,1.33,-0.11,-0.05,-0.01,STD
-0.75,-9.74,1.42,-0.09,-0.02,-0.03,STD
-0.75,-9.8,1.3,-0.09,0,-0.04,STD
-0.7,-9.78,1.49,-0.09,-0.01,-0.01,STD
-0.79,-9.82,1.5,-0.06,-0.03,-0.04,STD
-0.82,-9.7,1.53,-0.08,-0.04,-0.02,STD
-0.82,-9.75,1.61,-0.05,0.01,-0.02,STD
-0.94,-9.65,1.34,-0.04,-0.02,0,STD
-0.87,-9.7,1.31,-0.06,0.05,0.05,STD
-0.73,-9.67,1.24,-0.08,0.11,0.04,STD
-0.59,-9.67,1.21,-0.09,-0.01,0.01,STD
-0.92,-9.76,1.26,-0.14,-0.06,0.02,STD
-0.91,-9.72,1.37,-0.15,0.09,0,STD
-0.83,-9.77,1.43,-0.13,0,0.02,STD
-0.9,-9.7,1.63,-0.11,-0.15,0,STD
-1.02,-9.76,1.57,-0.03,0.21,0.02,STD
-1.2,-9.84,1.61,-0.13,0.23,0.03,STD
-0.75,-9.69,1.46,-0.03,0.11,0.14,STD
-0.83,-9.67,1.19,-0.07,0.07,0.03,STD
-0.71,-9.7,1.32,-0.08,-0.06,0.09,STD
-0.62,-9.71,1.05,-0.07,0,0,STD
-0.61,-9.68,1.29,-0.16,-0.07,-0.02,STD
-0.7,-9.62,1.33,-0.1,-0.09,-0.06,STD
-0.87,-9.76,1.21,-0.14,-0.01,-0.08,STD
-0.85,-9.63,1.47,-0.16,-0.04,-0.07,STD
-0.97,-9.76,1.43,-0.09,0.05,-0.05,STD
-0.89,-9.8,1.27,-0.14,0.32,-0.11,STD
-0.95,-9.71,1.38,-0.11,0.03,-0.05,STD
-0.94,-9.75,1.36,-0.11,-0.13,-0.06,STD
-1.06,-9.79,1.37,-0.12,0.07,-0.13,STD
-1.14,-9.79,1.37,-0.07,-0.02,-0.01,STD
-1.05,-9.74,1.35,-0.1,0.04,-0.01,STD
-1.03,-9.77,1.29,-0.06,0.12,0,STD
-0.98,-9.78,1.24,-0.08,0.03,0.03,STD
-0.85,-9.72,1.36,-0.1,0.03,0.04,STD
-0.77,-9.63,1.39,-0.07,0.04,0,STD
-0.79,-9.73,1.15,-0.06,-0.04,0,STD
-0.8,-9.77,1.34,-0.1,-0.04,-0.05,STD
-0.9,-9.65,1.33,-0.09,-0.05,-0.04,STD
-0.91,-9.78,1.33,-0.07,-0.03,-0.04,STD
-0.89,-9.76,1.22,-0.11,-0.06,-0.07,STD
-0.96,-9.71,1.35,-0.1,-0.08,-0.04,STD
-1,-9.76,1.31,-0.09,-0.05,-0.04,STD
-0.99,-9.72,1.26,-0.11,-0.04,-0.03,STD
-0.89,-9.7,1.34,-0.12,-0.05,0,STD
-0.93,-9.72,1.35,-0.09,-0.03,0,STD
-0.94,-9.68,1.26,-0.13,-0.06,0.03,STD
-0.75,-9.76,1.38,-0.1,0.01,0.01,STD
-0.83,-9.7,1.28,-0.11,0,0.02,STD
-0.75,-9.74,1.4,-0.11,-0.03,0.03,STD
-0.78,-9.77,1.29,-0.09,0.03,-0.01,STD
-0.77,-9.79,1.22,-0.13,0.02,0.01,STD
-0.72,-9.73,1.41,-0.09,0.03,-0.03,STD
-0.8,-9.76,1.27,-0.1,-0.01,-0.03,STD
-0.87,-9.76,1.28,-0.12,0,-0.04,STD
-0.92,-9.73,1.34,-0.09,0.05,-0.05,STD
-0.91,-9.73,1.23,-0.09,-0.02,-0.01,STD
-0.88,-9.79,1.37,-0.11,0.05,-0.04,STD
-0.95,-9.72,1.24,-0.09,-0.01,-0.04,STD
-0.96,-9.73,1.32,-0.12,-0.06,0.01,STD
-0.92,-9.77,1.24,-0.06,0.06,-0.04,STD
-0.93,-9.76,1.16,-0.16,-0.05,0.02,STD
-0.82,-9.64,1.4,-0.09,-0.03,0.02,STD
-0.87,-9.75,1.11,-0.07,0.05,-0.03,STD
-0.8,-9.77,1.33,-0.11,-0.05,0.03,STD
-0.74,-9.74,1.22,-0.09,0.02,-0.02,STD
-0.81,-9.73,1.23,-0.09,0.01,-0.02,STD
-0.74,-9.74,1.17,-0.11,-0.02,-0.01,STD
-0.8,-9.76,1.3,-0.08,0.04,-0.05,STD
-0.84,-9.75,1.13,-0.09,-0.05,-0.03,STD
-0.87,-9.72,1.3,-0.12,0.03,-0.03,STD
-0.93,-9.74,1.2,-0.07,0.02,-0.03,STD
